epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,19252.6,0.79864,0.42894,0.83154,0.89722,0.78358,0.87022,0.60434,0.92835,0.44564,0.85855,0.0054955,0.0054955,0.0054955
184,19397.2,0.79272,0.42755,0.83304,0.91454,0.77212,0.86899,0.60358,0.92691,0.44341,0.85877,0.00547075,0.00547075,0.00547075
185,19535.3,0.79517,0.42577,0.83295,0.90007,0.7844,0.87129,0.60391,0.92761,0.44208,0.85857,0.005446,0.005446,0.005446
186,19670.8,0.78922,0.43047,0.83289,0.8994,0.78002,0.87248,0.60404,0.92976,0.44108,0.85957,0.00542125,0.00542125,0.00542125
187,19813.2,0.78588,0.4216,0.82898,0.91027,0.77768,0.8714,0.60345,0.93134,0.44262,0.86,0.0053965,0.0053965,0.0053965
188,19950.3,0.77857,0.41783,0.82743,0.88636,0.80034,0.87229,0.60499,0.93284,0.44198,0.85994,0.00537175,0.00537175,0.00537175
189,20084.4,0.77962,0.41953,0.82828,0.88743,0.79365,0.87119,0.60334,0.93322,0.44182,0.85981,0.005347,0.005347,0.005347
190,20230.7,0.76391,0.41241,0.82723,0.87807,0.80352,0.87185,0.60481,0.93631,0.44475,0.86045,0.00532225,0.00532225,0.00532225
191,20366.1,0.78,0.42443,0.82909,0.88826,0.79446,0.87203,0.60442,0.93763,0.44405,0.86046,0.0052975,0.0052975,0.0052975
192,20493.9,0.76634,0.41378,0.8261,0.91252,0.77887,0.87312,0.6036,0.93619,0.4431,0.85956,0.00527275,0.00527275,0.00527275
193,20642.3,0.76747,0.40932,0.82564,0.91651,0.77356,0.87168,0.60495,0.93427,0.44192,0.85972,0.005248,0.005248,0.005248
194,20777,0.77972,0.4149,0.83046,0.91915,0.77256,0.87068,0.60518,0.93223,0.44069,0.86017,0.00522325,0.00522325,0.00522325
195,20910.3,0.76979,0.41559,0.82812,0.92197,0.77013,0.87353,0.60653,0.9313,0.43975,0.8602,0.0051985,0.0051985,0.0051985
196,21053.8,0.75206,0.4088,0.82492,0.8893,0.79526,0.87463,0.60528,0.93254,0.43779,0.86044,0.00517375,0.00517375,0.00517375
197,21189,0.7627,0.41161,0.82338,0.91035,0.77936,0.87486,0.60527,0.93232,0.43569,0.86018,0.005149,0.005149,0.005149
198,21324.6,0.77739,0.41849,0.82642,0.90616,0.78583,0.87532,0.60718,0.9316,0.43625,0.86048,0.00512425,0.00512425,0.00512425
199,21473.3,0.76304,0.40942,0.82323,0.91274,0.78101,0.877,0.60605,0.93249,0.43595,0.86026,0.0050995,0.0050995,0.0050995
200,21598.9,0.78295,0.42632,0.82869,0.90927,0.78272,0.87473,0.60629,0.93115,0.4358,0.85999,0.00507475,0.00507475,0.00507475
201,21736.9,0.76509,0.41256,0.82683,0.92757,0.77349,0.87605,0.60955,0.92979,0.43522,0.85938,0.00505,0.00505,0.00505
202,21883.9,0.7547,0.40869,0.82461,0.92415,0.77688,0.87654,0.61043,0.92965,0.43379,0.85958,0.00502525,0.00502525,0.00502525
203,22019.4,0.74546,0.40012,0.82411,0.91678,0.78188,0.87681,0.61117,0.93039,0.43341,0.86002,0.0050005,0.0050005,0.0050005
204,22152,0.74734,0.4061,0.8227,0.92952,0.77448,0.87795,0.61057,0.93288,0.43332,0.86309,0.00497575,0.00497575,0.00497575
205,22293.5,0.76069,0.41223,0.82169,0.92984,0.77517,0.87736,0.61131,0.93124,0.43157,0.86182,0.004951,0.004951,0.004951
206,22428.8,0.74922,0.40198,0.82184,0.90457,0.79519,0.87731,0.61027,0.93235,0.4317,0.8617,0.00492625,0.00492625,0.00492625
207,22567.1,0.74702,0.39852,0.82531,0.9133,0.78656,0.87674,0.61008,0.93205,0.43336,0.86077,0.0049015,0.0049015,0.0049015
208,22711.8,0.76017,0.40306,0.82475,0.91861,0.78188,0.87661,0.60829,0.93285,0.43514,0.86088,0.00487675,0.00487675,0.00487675
209,22838.7,0.74958,0.40383,0.82246,0.91132,0.78458,0.87722,0.61007,0.93562,0.43666,0.8623,0.004852,0.004852,0.004852
210,22978.3,0.73141,0.3976,0.82472,0.93031,0.77349,0.87816,0.61112,0.935,0.43639,0.8621,0.00482725,0.00482725,0.00482725
211,23122,0.75572,0.40795,0.81727,0.92919,0.77433,0.87668,0.61041,0.93479,0.43619,0.86206,0.0048025,0.0048025,0.0048025
212,23256.8,0.73634,0.39443,0.82066,0.92291,0.77852,0.87764,0.60999,0.93527,0.43518,0.86229,0.00477775,0.00477775,0.00477775
213,23391.3,0.72501,0.38719,0.81649,0.92419,0.77727,0.87807,0.60992,0.93674,0.43526,0.8625,0.004753,0.004753,0.004753
214,23528.9,0.73716,0.39483,0.82277,0.92158,0.77936,0.87903,0.60867,0.93715,0.43557,0.86224,0.00472825,0.00472825,0.00472825
215,23664.5,0.73693,0.4028,0.81941,0.9242,0.77852,0.87752,0.60899,0.93686,0.43558,0.86272,0.0047035,0.0047035,0.0047035
216,23807.2,0.7236,0.39469,0.82326,0.92889,0.77803,0.87903,0.61007,0.93753,0.43649,0.86361,0.00467875,0.00467875,0.00467875
217,23945.1,0.73848,0.39593,0.82024,0.91847,0.78272,0.87799,0.6101,0.93758,0.43622,0.86359,0.004654,0.004654,0.004654
218,24071.8,0.72733,0.39099,0.81407,0.93142,0.77433,0.87759,0.61165,0.93606,0.43656,0.86346,0.00462925,0.00462925,0.00462925
219,24218.6,0.73012,0.39811,0.81932,0.92266,0.78356,0.87966,0.61249,0.93484,0.43698,0.86365,0.0046045,0.0046045,0.0046045
220,24356.3,0.71805,0.38845,0.81521,0.92229,0.7802,0.87988,0.61162,0.93526,0.43762,0.86353,0.00457975,0.00457975,0.00457975
221,24489.3,0.73012,0.39512,0.82101,0.93056,0.77569,0.87913,0.61192,0.93503,0.4362,0.86338,0.004555,0.004555,0.004555
222,24630.3,0.72635,0.39042,0.81589,0.92702,0.77936,0.88041,0.61261,0.93401,0.43515,0.86292,0.00453025,0.00453025,0.00453025
223,24762.2,0.72921,0.39404,0.82175,0.90681,0.79362,0.87864,0.6117,0.93441,0.43329,0.86244,0.0045055,0.0045055,0.0045055
224,24896,0.73428,0.39206,0.8211,0.92461,0.78104,0.88011,0.61199,0.93458,0.43296,0.86225,0.00448075,0.00448075,0.00448075
225,25044.9,0.72061,0.38685,0.81766,0.92312,0.78188,0.88029,0.61153,0.93397,0.43389,0.86249,0.004456,0.004456,0.004456
226,25177.2,0.71933,0.38586,0.81902,0.92369,0.78196,0.87996,0.61237,0.93488,0.43326,0.8628,0.00443125,0.00443125,0.00443125
227,25303.2,0.71012,0.37779,0.8131,0.92726,0.7807,0.87925,0.61207,0.93451,0.43145,0.86233,0.0044065,0.0044065,0.0044065
228,25451.1,0.70148,0.37392,0.81195,0.92608,0.7802,0.87948,0.61154,0.93501,0.4317,0.86226,0.00438175,0.00438175,0.00438175
229,25585.6,0.70921,0.38135,0.81784,0.92801,0.77852,0.87992,0.61122,0.93405,0.43067,0.86206,0.004357,0.004357,0.004357
230,25720.5,0.6962,0.37641,0.81631,0.92812,0.77936,0.87966,0.61118,0.93421,0.43114,0.8621,0.00433225,0.00433225,0.00433225
231,25860.9,0.69941,0.3721,0.81452,0.92374,0.78244,0.87884,0.61159,0.9335,0.43054,0.86171,0.0043075,0.0043075,0.0043075
232,25992.4,0.70163,0.37378,0.81799,0.91725,0.78691,0.87907,0.61157,0.93294,0.43056,0.86115,0.00428275,0.00428275,0.00428275
233,26130.2,0.69874,0.36828,0.81455,0.91088,0.7889,0.87772,0.6118,0.93224,0.43119,0.86106,0.004258,0.004258,0.004258
234,26274.7,0.70184,0.38218,0.81644,0.90333,0.79782,0.87916,0.61295,0.93134,0.43021,0.86092,0.00423325,0.00423325,0.00423325
235,26407.8,0.70653,0.37888,0.8146,0.88922,0.80705,0.87886,0.61287,0.93184,0.43077,0.86069,0.0042085,0.0042085,0.0042085
236,26539.7,0.70437,0.37247,0.81637,0.92221,0.78104,0.87781,0.61292,0.93162,0.43156,0.86099,0.00418375,0.00418375,0.00418375
237,26682.1,0.70717,0.38191,0.81611,0.88681,0.80843,0.87841,0.6121,0.93254,0.43251,0.86118,0.004159,0.004159,0.004159
238,26817.7,0.68569,0.37931,0.81488,0.88542,0.81038,0.8774,0.61268,0.93235,0.43301,0.86123,0.00413425,0.00413425,0.00413425
239,26957.4,0.69848,0.37529,0.81373,0.88667,0.80732,0.87735,0.61114,0.93274,0.43219,0.86122,0.0041095,0.0041095,0.0041095
240,27094.8,0.68867,0.3751,0.81808,0.89458,0.80369,0.877,0.6116,0.93175,0.43177,0.86093,0.00408475,0.00408475,0.00408475
241,27227.4,0.68709,0.37112,0.80967,0.89609,0.80304,0.87803,0.61221,0.93241,0.43178,0.86099,0.00406,0.00406,0.00406
242,27369.2,0.69089,0.36984,0.81347,0.90015,0.80169,0.87693,0.61335,0.93278,0.43265,0.86066,0.00403525,0.00403525,0.00403525
243,27510.9,0.68968,0.37209,0.81102,0.90286,0.80312,0.87771,0.61295,0.93283,0.43342,0.86048,0.0040105,0.0040105,0.0040105
244,27641.4,0.6951,0.37101,0.81432,0.90007,0.80034,0.878,0.61279,0.93227,0.43257,0.86046,0.00398575,0.00398575,0.00398575
245,27778.5,0.67792,0.36612,0.81088,0.89851,0.80453,0.87924,0.61334,0.93204,0.43157,0.86042,0.003961,0.003961,0.003961
246,27917.3,0.69517,0.37266,0.81362,0.89962,0.80451,0.87976,0.61386,0.93159,0.43131,0.86064,0.00393625,0.00393625,0.00393625
247,28051.1,0.6822,0.37074,0.81257,0.90278,0.8024,0.87864,0.61395,0.93288,0.43189,0.86073,0.0039115,0.0039115,0.0039115
248,28197.5,0.67906,0.36644,0.81076,0.89411,0.80789,0.87767,0.61387,0.9334,0.43099,0.86103,0.00388675,0.00388675,0.00388675
249,28327.6,0.67341,0.36348,0.81313,0.89458,0.80872,0.87838,0.61458,0.93362,0.42994,0.86146,0.003862,0.003862,0.003862
250,28463.3,0.67591,0.3592,0.81372,0.89346,0.80911,0.8782,0.61535,0.93367,0.42992,0.86182,0.00383725,0.00383725,0.00383725
251,28610.6,0.67182,0.36627,0.81091,0.89507,0.80865,0.87873,0.61479,0.93432,0.42973,0.86224,0.0038125,0.0038125,0.0038125
252,28747.2,0.67537,0.36168,0.81054,0.89409,0.80621,0.8784,0.61516,0.93397,0.42913,0.86234,0.00378775,0.00378775,0.00378775
253,28874.7,0.67076,0.3657,0.81327,0.89473,0.80576,0.87838,0.61461,0.93454,0.42904,0.862,0.003763,0.003763,0.003763
254,29020,0.68328,0.3713,0.81168,0.92831,0.7802,0.87796,0.61518,0.93443,0.42894,0.8622,0.00373825,0.00373825,0.00373825
255,29154.8,0.67489,0.36315,0.80886,0.9205,0.78607,0.87849,0.61532,0.93476,0.42883,0.86245,0.0037135,0.0037135,0.0037135
256,29289,0.67703,0.36452,0.80919,0.92034,0.78859,0.87872,0.61568,0.93403,0.42794,0.86239,0.00368875,0.00368875,0.00368875
257,29436.5,0.66705,0.35394,0.81183,0.91716,0.79111,0.87928,0.61594,0.93489,0.42791,0.86284,0.003664,0.003664,0.003664
258,29567.6,0.66148,0.35746,0.81255,0.91734,0.79133,0.87866,0.61718,0.93389,0.42815,0.86252,0.00363925,0.00363925,0.00363925
259,29708.4,0.65758,0.35201,0.81049,0.91472,0.79184,0.87837,0.61622,0.93456,0.4284,0.86275,0.0036145,0.0036145,0.0036145
260,29858,0.66217,0.35443,0.81085,0.91405,0.79279,0.8786,0.61647,0.93439,0.42804,0.86275,0.00358975,0.00358975,0.00358975
261,29990.5,0.65913,0.35352,0.8129,0.91395,0.79304,0.87825,0.6156,0.93518,0.42841,0.86317,0.003565,0.003565,0.003565
262,30120.3,0.65455,0.35318,0.80533,0.91282,0.79446,0.87745,0.61451,0.93554,0.42921,0.86324,0.00354025,0.00354025,0.00354025
263,30269.8,0.64859,0.35077,0.8132,0.91562,0.79027,0.87671,0.61442,0.93572,0.42989,0.86351,0.0035155,0.0035155,0.0035155
264,30405.9,0.65641,0.35211,0.80421,0.91307,0.79308,0.87627,0.61322,0.93538,0.42942,0.86356,0.00349075,0.00349075,0.00349075
265,30540.5,0.65034,0.34922,0.80708,0.91772,0.78691,0.87751,0.61517,0.93488,0.42882,0.86375,0.003466,0.003466,0.003466
266,30683.8,0.65069,0.35095,0.80814,0.91867,0.78649,0.87753,0.61473,0.9349,0.42938,0.86402,0.00344125,0.00344125,0.00344125
267,30819.2,0.6555,0.34867,0.8095,0.91956,0.78644,0.87785,0.61433,0.93528,0.4301,0.86413,0.0034165,0.0034165,0.0034165
268,30955.4,0.64491,0.344,0.80737,0.92393,0.78455,0.87888,0.61399,0.93538,0.43026,0.86432,0.00339175,0.00339175,0.00339175
269,31102.3,0.64546,0.34446,0.80936,0.9217,0.79006,0.87896,0.61493,0.93514,0.43047,0.86447,0.003367,0.003367,0.003367
270,31231.8,0.64294,0.34771,0.80828,0.92205,0.79027,0.87954,0.615,0.93526,0.43089,0.86451,0.00334225,0.00334225,0.00334225
271,31368.8,0.66205,0.3557,0.80693,0.92257,0.78968,0.87887,0.61513,0.93488,0.43063,0.86462,0.0033175,0.0033175,0.0033175
272,31515.8,0.64558,0.3475,0.80718,0.92266,0.79071,0.87887,0.61502,0.93464,0.43082,0.86469,0.00329275,0.00329275,0.00329275
273,31653.4,0.63792,0.34721,0.80737,0.92322,0.78687,0.87897,0.61488,0.93435,0.42949,0.86493,0.003268,0.003268,0.003268
274,31784.1,0.62901,0.33623,0.80942,0.92324,0.78701,0.87923,0.61464,0.93513,0.43002,0.86516,0.00324325,0.00324325,0.00324325
275,31930.2,0.62798,0.33984,0.8048,0.92359,0.79094,0.88068,0.61451,0.9346,0.43082,0.86496,0.0032185,0.0032185,0.0032185
276,32067.9,0.63965,0.34288,0.8075,0.9261,0.78854,0.88086,0.61559,0.93435,0.43027,0.86506,0.00319375,0.00319375,0.00319375
277,32206.3,0.62409,0.33535,0.80478,0.926,0.78735,0.88007,0.61508,0.93434,0.43013,0.86513,0.003169,0.003169,0.003169
278,32346.6,0.62755,0.34247,0.80498,0.92593,0.78653,0.87961,0.61602,0.9342,0.43034,0.8652,0.00314425,0.00314425,0.00314425
279,32480,0.61844,0.33388,0.80439,0.92524,0.78607,0.87966,0.61515,0.93477,0.43053,0.86532,0.0031195,0.0031195,0.0031195
280,32619.1,0.64059,0.3427,0.80885,0.92407,0.78612,0.87943,0.61521,0.93463,0.43044,0.86551,0.00309475,0.00309475,0.00309475
281,32764.2,0.62561,0.34165,0.8072,0.92482,0.78429,0.87959,0.61507,0.93471,0.43039,0.86561,0.00307,0.00307,0.00307
282,32896.1,0.623,0.33758,0.80685,0.9243,0.78607,0.87899,0.61548,0.93461,0.43091,0.86561,0.00304525,0.00304525,0.00304525
283,33031.3,0.6176,0.3321,0.80282,0.89678,0.80903,0.87941,0.61554,0.93529,0.43093,0.86584,0.0030205,0.0030205,0.0030205
284,33177,0.624,0.3394,0.80452,0.89603,0.80974,0.87931,0.61615,0.93457,0.4313,0.86588,0.00299575,0.00299575,0.00299575
285,33313.6,0.61001,0.32826,0.80141,0.896,0.80953,0.87857,0.61487,0.93449,0.43133,0.86592,0.002971,0.002971,0.002971
286,33450.7,0.61774,0.33058,0.80223,0.89592,0.80881,0.87877,0.61495,0.93487,0.43136,0.8661,0.00294625,0.00294625,0.00294625
287,33591.8,0.62247,0.33444,0.80331,0.8961,0.80872,0.87887,0.61465,0.93541,0.43103,0.86616,0.0029215,0.0029215,0.0029215
288,33726.6,0.60998,0.32687,0.80139,0.89576,0.80872,0.87899,0.61616,0.93505,0.43001,0.86624,0.00289675,0.00289675,0.00289675
289,33867.8,0.6055,0.3231,0.80356,0.89533,0.80872,0.87973,0.61646,0.9355,0.43057,0.86639,0.002872,0.002872,0.002872
290,34010.5,0.60356,0.32704,0.80129,0.89655,0.80872,0.8797,0.61581,0.93528,0.43029,0.86633,0.00284725,0.00284725,0.00284725
291,34140.7,0.61406,0.33142,0.80152,0.89602,0.80872,0.87961,0.61648,0.93539,0.42997,0.86644,0.0028225,0.0028225,0.0028225
292,34282.6,0.60537,0.3284,0.80327,0.89346,0.80909,0.87965,0.61629,0.93615,0.43061,0.86649,0.00279775,0.00279775,0.00279775
293,34424.2,0.60611,0.32703,0.80295,0.89443,0.81032,0.87928,0.61597,0.93621,0.43005,0.86647,0.002773,0.002773,0.002773
294,34557.9,0.6124,0.32839,0.79999,0.89453,0.80956,0.87977,0.61646,0.93574,0.43018,0.86658,0.00274825,0.00274825,0.00274825
295,34694.3,0.60505,0.32772,0.8062,0.89443,0.81026,0.87989,0.61614,0.9366,0.43083,0.86662,0.0027235,0.0027235,0.0027235
296,34835.8,0.59168,0.32047,0.79982,0.8964,0.80956,0.88013,0.61736,0.936,0.43046,0.86656,0.00269875,0.00269875,0.00269875
297,34971,0.58933,0.31607,0.79847,0.89606,0.80956,0.88056,0.61745,0.93618,0.43009,0.86653,0.002674,0.002674,0.002674
298,35116,0.59673,0.32517,0.79861,0.89533,0.81093,0.88065,0.61637,0.93639,0.42972,0.86647,0.00264925,0.00264925,0.00264925
299,35252.8,0.59444,0.32219,0.80268,0.89471,0.81272,0.88065,0.61717,0.93618,0.43052,0.8665,0.0026245,0.0026245,0.0026245
300,35387.2,0.60248,0.32627,0.80155,0.89389,0.81272,0.8806,0.61696,0.93545,0.43019,0.86636,0.00259975,0.00259975,0.00259975
301,35530.8,0.5986,0.32915,0.80288,0.89329,0.81292,0.88134,0.61683,0.93576,0.43016,0.86656,0.002575,0.002575,0.002575
302,35671.4,0.58273,0.31448,0.80245,0.89187,0.81292,0.88213,0.61732,0.93565,0.43004,0.86662,0.00255025,0.00255025,0.00255025
303,35799.3,0.59217,0.31911,0.79943,0.89162,0.81292,0.88218,0.61738,0.93548,0.43067,0.8666,0.0025255,0.0025255,0.0025255
304,35942.5,0.58613,0.31818,0.80016,0.88988,0.81292,0.88069,0.61706,0.93518,0.43047,0.86666,0.00250075,0.00250075,0.00250075
305,36080.8,0.59046,0.317,0.79863,0.88992,0.81292,0.88119,0.61776,0.93487,0.42978,0.8665,0.002476,0.002476,0.002476
306,36215.3,0.58859,0.31956,0.80023,0.89015,0.81292,0.88112,0.61719,0.93482,0.43026,0.86651,0.00245125,0.00245125,0.00245125
307,36358.7,0.59275,0.31822,0.80199,0.89463,0.81124,0.88099,0.61811,0.93474,0.43032,0.86657,0.0024265,0.0024265,0.0024265
308,36494.4,0.58659,0.31429,0.8006,0.89536,0.81119,0.88112,0.61731,0.93433,0.431,0.8665,0.00240175,0.00240175,0.00240175
309,36627.8,0.57862,0.31563,0.80034,0.89345,0.81208,0.88108,0.61688,0.93428,0.43062,0.86665,0.002377,0.002377,0.002377
310,36775.1,0.58359,0.31519,0.80165,0.89385,0.81241,0.88105,0.61784,0.93488,0.43067,0.86674,0.00235225,0.00235225,0.00235225
311,36909.5,0.582,0.31216,0.79983,0.89273,0.81376,0.88116,0.6175,0.93462,0.43117,0.86678,0.0023275,0.0023275,0.0023275
312,37034,0.57221,0.30976,0.80108,0.89317,0.8136,0.88066,0.61678,0.93528,0.4313,0.8669,0.00230275,0.00230275,0.00230275
313,37183.4,0.58495,0.31763,0.80111,0.89151,0.81349,0.88071,0.61686,0.93488,0.43191,0.86694,0.002278,0.002278,0.002278
314,37317.2,0.56385,0.30731,0.79645,0.88956,0.81376,0.88151,0.61696,0.93452,0.43168,0.86705,0.00225325,0.00225325,0.00225325
315,37452.4,0.56459,0.3101,0.79451,0.889,0.81376,0.88088,0.61726,0.93444,0.43181,0.86707,0.0022285,0.0022285,0.0022285
316,37594.9,0.56457,0.30655,0.79695,0.889,0.81376,0.88158,0.61746,0.93452,0.43246,0.86699,0.00220375,0.00220375,0.00220375
317,37724.7,0.56576,0.30583,0.7984,0.89096,0.81376,0.88204,0.61693,0.93449,0.43267,0.8672,0.002179,0.002179,0.002179
318,37863.2,0.5448,0.29835,0.79807,0.8925,0.81208,0.88136,0.61789,0.93467,0.43316,0.86719,0.00215425,0.00215425,0.00215425
319,38008.9,0.56404,0.30659,0.79907,0.89213,0.81177,0.88133,0.61869,0.93425,0.43265,0.8672,0.0021295,0.0021295,0.0021295
320,38145.2,0.56151,0.30491,0.79778,0.89205,0.81109,0.88202,0.61885,0.93397,0.43331,0.86708,0.00210475,0.00210475,0.00210475
321,38277.4,0.55988,0.30418,0.79651,0.89153,0.8104,0.88138,0.6181,0.93444,0.43265,0.86706,0.00208,0.00208,0.00208
322,38423.1,0.55594,0.30131,0.79294,0.89137,0.8104,0.88132,0.61808,0.9339,0.43296,0.86716,0.00205525,0.00205525,0.00205525
323,38566.4,0.5571,0.30409,0.79949,0.89162,0.8104,0.88132,0.61866,0.93376,0.43364,0.86718,0.0020305,0.0020305,0.0020305
324,38710.1,0.55281,0.30186,0.79689,0.89863,0.80321,0.88183,0.61819,0.93418,0.43411,0.86722,0.00200575,0.00200575,0.00200575
325,38846.5,0.55442,0.29897,0.79808,0.89938,0.80237,0.88094,0.61767,0.93379,0.43504,0.86732,0.001981,0.001981,0.001981
326,38978.7,0.54972,0.29641,0.79432,0.90105,0.80213,0.88108,0.61836,0.93408,0.43464,0.86731,0.00195625,0.00195625,0.00195625
327,39119.7,0.55404,0.30511,0.798,0.90095,0.8012,0.88115,0.61823,0.93406,0.43456,0.8674,0.0019315,0.0019315,0.0019315
328,39260.4,0.5325,0.29405,0.79502,0.90112,0.80034,0.88067,0.61736,0.93395,0.43503,0.86725,0.00190675,0.00190675,0.00190675
329,39392.1,0.53559,0.29314,0.79697,0.90089,0.80069,0.88045,0.61777,0.93407,0.43489,0.86744,0.001882,0.001882,0.001882
330,39529.1,0.54536,0.30135,0.79322,0.90052,0.80537,0.88048,0.6181,0.93384,0.43568,0.86753,0.00185725,0.00185725,0.00185725
331,39667.1,0.53815,0.29508,0.79641,0.90054,0.80519,0.88048,0.61809,0.93404,0.4355,0.86754,0.0018325,0.0018325,0.0018325
332,39798.2,0.54337,0.29534,0.79717,0.90176,0.80089,0.88046,0.6182,0.93398,0.43548,0.86763,0.00180775,0.00180775,0.00180775
333,39945.5,0.54272,0.29543,0.79767,0.90088,0.80034,0.88056,0.61801,0.93435,0.43507,0.86755,0.001783,0.001783,0.001783
334,40076.5,0.53713,0.29344,0.7918,0.90275,0.80201,0.88132,0.61842,0.93376,0.43497,0.86765,0.00175825,0.00175825,0.00175825
335,40200.7,0.53519,0.28833,0.79623,0.90274,0.80201,0.88042,0.618,0.93334,0.43498,0.86731,0.0017335,0.0017335,0.0017335
336,40308.8,0.5417,0.29439,0.7919,0.90273,0.80195,0.87961,0.61804,0.93346,0.43441,0.86737,0.00170875,0.00170875,0.00170875
337,40405.2,0.54759,0.29706,0.79643,0.90358,0.80195,0.87961,0.61808,0.93337,0.43376,0.86743,0.001684,0.001684,0.001684
338,40503.6,0.53289,0.29238,0.79401,0.90301,0.80201,0.87959,0.61772,0.93384,0.43392,0.86753,0.00165925,0.00165925,0.00165925
339,40611.6,0.5313,0.28875,0.79447,0.90217,0.80621,0.87966,0.61807,0.93362,0.43325,0.86749,0.0016345,0.0016345,0.0016345
340,40707.3,0.53418,0.29185,0.79312,0.90006,0.80621,0.87941,0.6179,0.93306,0.43326,0.86759,0.00160975,0.00160975,0.00160975
341,40806,0.52413,0.28444,0.78932,0.90068,0.80639,0.88051,0.61829,0.93334,0.43389,0.86752,0.001585,0.001585,0.001585
342,40913.3,0.52787,0.28882,0.79699,0.90169,0.80453,0.88048,0.61756,0.9339,0.43337,0.86763,0.00156025,0.00156025,0.00156025
343,41007.5,0.52842,0.28925,0.78992,0.9019,0.80201,0.87952,0.61779,0.93342,0.43376,0.86771,0.0015355,0.0015355,0.0015355
344,41106.8,0.51715,0.28073,0.79426,0.90281,0.80267,0.87953,0.6179,0.9342,0.43463,0.86774,0.00151075,0.00151075,0.00151075
345,41212.2,0.52873,0.28391,0.79404,0.90333,0.80285,0.88041,0.61758,0.93356,0.43459,0.86769,0.001486,0.001486,0.001486
346,41304.4,0.51692,0.28012,0.79221,0.90245,0.80369,0.8804,0.61755,0.934,0.43413,0.86781,0.00146125,0.00146125,0.00146125
347,41405.6,0.51435,0.28292,0.79019,0.90361,0.80117,0.88033,0.61734,0.93333,0.43413,0.86791,0.0014365,0.0014365,0.0014365
348,41505.3,0.51289,0.27999,0.79188,0.9029,0.80034,0.87932,0.61782,0.93317,0.43456,0.86771,0.00141175,0.00141175,0.00141175
349,41598.3,0.52114,0.28229,0.79478,0.90258,0.80056,0.87912,0.61769,0.93389,0.43541,0.86785,0.001387,0.001387,0.001387
350,41704.6,0.51264,0.2777,0.79761,0.88439,0.81208,0.87915,0.61845,0.93406,0.43551,0.8679,0.00136225,0.00136225,0.00136225
351,41799.9,0.50154,0.27241,0.78862,0.88512,0.81292,0.88012,0.61862,0.93399,0.43523,0.86805,0.0013375,0.0013375,0.0013375
352,41893.7,0.51166,0.27814,0.78924,0.88395,0.81208,0.87947,0.61901,0.93428,0.43444,0.86801,0.00131275,0.00131275,0.00131275
353,42000.8,0.51091,0.28214,0.79108,0.88324,0.81234,0.87952,0.61844,0.93414,0.43485,0.86796,0.001288,0.001288,0.001288
354,42093.7,0.51116,0.27902,0.79048,0.88302,0.81208,0.87923,0.61871,0.93429,0.43579,0.86802,0.00126325,0.00126325,0.00126325
355,42195.2,0.51013,0.27512,0.79115,0.88365,0.81292,0.88015,0.61904,0.93497,0.43516,0.86822,0.0012385,0.0012385,0.0012385
356,42298.3,0.50307,0.27794,0.78897,0.88337,0.81292,0.88045,0.61906,0.93482,0.43587,0.86804,0.00121375,0.00121375,0.00121375
357,42393.2,0.49872,0.27345,0.79448,0.88391,0.81376,0.88041,0.61853,0.93446,0.43511,0.86818,0.001189,0.001189,0.001189
358,42496.3,0.50623,0.27524,0.78702,0.88204,0.81292,0.87971,0.61883,0.93411,0.43565,0.86813,0.00116425,0.00116425,0.00116425
359,42598.2,0.51097,0.27967,0.79076,0.88173,0.81305,0.87904,0.61955,0.93386,0.43562,0.8682,0.0011395,0.0011395,0.0011395
360,42693,0.4999,0.27394,0.79029,0.88285,0.81376,0.8804,0.61946,0.93445,0.43581,0.86823,0.00111475,0.00111475,0.00111475
361,42797.2,0.49626,0.27024,0.7905,0.88339,0.81347,0.87995,0.6189,0.9342,0.43646,0.86815,0.00109,0.00109,0.00109
362,42897,0.49274,0.26874,0.78714,0.88339,0.81292,0.88076,0.61932,0.93362,0.43651,0.86818,0.00106525,0.00106525,0.00106525
363,42990.7,0.50411,0.27577,0.79103,0.8851,0.81425,0.8811,0.61853,0.93436,0.4368,0.8683,0.0010405,0.0010405,0.0010405
364,43098.8,0.49672,0.27195,0.78715,0.88462,0.81376,0.88095,0.61856,0.93374,0.43552,0.86825,0.00101575,0.00101575,0.00101575
365,43195.8,0.49295,0.27151,0.79037,0.88511,0.81438,0.88096,0.61858,0.93383,0.43655,0.86823,0.000991,0.000991,0.000991
366,43291.9,0.50234,0.27446,0.79072,0.8851,0.81429,0.8807,0.61818,0.93377,0.43612,0.86833,0.00096625,0.00096625,0.00096625
367,43398.7,0.48783,0.26684,0.7922,0.8851,0.81424,0.88053,0.61869,0.93345,0.43633,0.86835,0.0009415,0.0009415,0.0009415
368,43494.5,0.4969,0.27093,0.79042,0.88513,0.81447,0.88061,0.61862,0.93306,0.43587,0.86832,0.00091675,0.00091675,0.00091675
369,43593.4,0.48429,0.26614,0.79149,0.88512,0.8144,0.88072,0.61874,0.93312,0.43608,0.86823,0.000892,0.000892,0.000892
